col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,target
1521,49,1,31,1,3,2,1,1,681,27,0
1522,44,0,9,27,8,11,2,1,247,11,1
1523,65,0,26,8,7,12,1,1,370,19,1
1524,33,0,11,3,0,27,0,0,548,11,1
1525,22,1,10,29,2,14,1,1,602,12,0
1526,30,0,23,11,0,12,2,1,553,13,0
1527,38,0,49,19,3,12,0,1,805,4,0
1528,22,0,7,10,5,5,2,2,566,24,1
1529,28,1,45,17,2,18,2,0,571,12,0
1530,27,1,7,14,0,0,0,0,553,16,0
1531,45,1,47,29,1,20,0,1,908,24,0
1532,42,0,52,16,5,19,2,1,380,27,1
1533,29,0,50,2,1,18,0,0,602,12,0
1534,49,1,34,16,0,4,0,0,608,22,0
1535,46,1,7,5,4,6,2,1,954,23,0
1536,45,0,26,28,7,4,1,0,575,10,1
1537,44,1,11,25,0,6,1,0,788,30,0
1538,62,0,25,24,10,29,0,2,601,10,1
1539,33,1,55,14,0,8,1,0,785,9,0
1540,60,0,41,27,9,26,2,0,329,30,1
1541,43,1,6,10,2,9,0,1,890,14,0
1542,22,1,35,22,2,19,1,0,767,4,0
1543,62,1,42,8,7,15,0,2,366,15,1
1544,20,1,7,7,2,16,1,1,867,24,0
1545,47,1,6,29,3,16,2,0,952,4,0
1546,42,1,41,26,2,12,2,0,573,29,0
1547,41,1,29,22,2,20,0,2,613,19,1
1548,45,0,55,30,6,30,2,0,509,10,1
1549,24,0,1,3,4,20,0,0,546,4,1
1550,33,1,7,23,3,18,1,1,674,19,0
1551,50,0,21,26,6,21,1,1,215,21,1
1552,30,0,32,22,2,16,1,1,747,4,0
1553,44,1,34,22,1,17,1,0,909,21,0
1554,43,1,27,6,3,8,2,0,840,6,0
1555,34,0,38,21,0,6,1,1,906,5,0
1556,47,1,11,5,2,0,2,1,720,13,0
1557,40,1,38,21,9,25,2,1,313,19,1
1558,35,1,59,29,0,13,2,1,594,1,0
1559,57,0,45,19,1,7,1,0,481,21,1
1560,44,0,45,17,4,23,0,1,311,16,1
1561,38,0,52,26,1,21,1,1,161,16,1
1562,33,1,52,16,2,12,1,0,803,30,0
1563,34,0,60,28,2,9,2,2,764,19,1
1564,24,0,5,10,10,5,2,1,459,29,1
1565,49,1,6,4,5,24,2,0,762,15,1
1566,39,1,5,6,2,7,2,0,647,28,0
1567,24,0,1,12,2,30,1,2,259,17,1
1568,22,0,44,19,7,2,2,1,677,17,1
1569,34,1,56,21,10,19,1,1,652,27,1
1570,48,0,9,9,4,1,1,0,942,8,0
1571,29,0,25,9,6,19,1,1,539,24,1
1572,50,1,8,15,4,9,1,0,280,29,1
1573,42,1,22,15,3,3,1,0,569,28,0
1574,63,1,4,28,0,23,2,1,266,29,1
1575,42,0,21,21,1,11,0,2,979,3,1
1576,26,0,1,7,0,14,2,1,848,14,0
1577,54,1,60,2,3,14,0,0,390,10,1
1578,48,0,22,30,10,19,2,0,506,21,1
1579,30,1,32,12,0,13,2,0,852,13,0
1580,21,1,7,8,1,12,1,1,886,26,0
1581,52,1,1,3,7,23,2,2,585,7,1
1582,47,1,11,2,2,15,1,1,918,4,0
1583,59,0,16,20,8,23,2,2,647,23,1
1584,40,0,12,23,2,5,2,0,562,7,0
1585,40,0,57,17,2,14,2,1,446,7,1
1586,32,1,47,7,5,6,0,0,224,6,1
1587,39,0,48,23,0,18,2,0,541,2,0
1588,30,0,17,20,1,23,1,2,908,1,1
1589,29,1,16,20,8,7,2,0,117,2,1
1590,26,0,51,21,6,20,2,2,509,9,1
1591,47,1,40,1,2,21,0,0,346,9,1
1592,32,0,6,27,1,0,0,1,727,8,0
1593,64,0,43,23,6,10,1,1,156,11,1
1594,24,1,5,19,8,24,1,0,992,7,1
1595,58,1,12,15,5,19,0,0,954,16,1
1596,21,1,46,3,0,15,0,1,680,7,0
1597,27,1,13,29,5,26,2,1,697,8,1
1598,39,1,34,22,2,18,0,1,539,4,0
1599,33,1,21,2,5,23,0,0,301,18,1
1600,60,1,25,14,9,27,1,2,954,13,1
1601,41,0,48,21,4,19,0,0,859,15,0
1602,37,0,4,22,5,14,0,0,502,20,1
1603,41,0,25,20,9,18,0,1,750,8,1
1604,24,0,25,2,8,20,0,0,471,13,1
1605,20,1,24,18,8,1,0,0,690,19,1
1606,50,0,59,19,0,18,1,1,883,9,0
1607,45,1,35,12,8,26,1,1,617,24,1
1608,39,0,46,29,2,17,2,1,791,29,1
1609,29,1,35,12,1,29,2,1,913,5,1
1610,27,0,49,2,0,1,2,2,971,8,1
1611,52,1,20,3,8,10,0,1,282,4,1
1612,21,1,33,27,5,6,0,2,873,10,1
1613,21,1,5,18,1,3,2,0,551,29,0
1614,18,1,58,29,0,6,2,0,758,24,0
1615,25,1,58,21,6,29,1,1,779,30,1
1616,62,0,54,8,3,26,0,0,639,4,1
1617,29,1,14,16,1,17,1,0,823,14,0
1618,48,0,51,3,2,12,0,0,667,7,0
1619,31,0,55,14,1,18,2,1,877,13,0
1620,50,1,10,15,8,19,1,1,918,17,1
1621,37,1,10,6,0,11,1,1,836,10,0
1622,36,0,19,22,7,18,2,0,875,3,1
1623,34,0,15,13,2,11,0,1,661,2,0
1624,26,1,45,4,1,19,2,0,787,26,0
1625,27,1,54,10,0,20,1,0,881,2,0
1626,34,0,46,7,3,2,1,1,965,7,0
1627,42,1,36,27,3,20,1,1,992,21,0
1628,41,1,53,15,0,9,1,1,751,2,0
1629,59,0,22,15,0,1,2,1,816,26,1
1630,38,0,29,4,9,12,1,1,135,1,1
1631,32,1,46,4,1,10,0,0,633,27,0
1632,31,1,59,8,1,0,2,0,789,7,0
1633,39,1,26,21,0,5,0,1,872,8,0
1634,43,1,54,17,0,11,0,0,569,30,0
1635,26,1,44,22,8,24,2,0,962,12,1
1636,48,0,32,14,1,0,1,0,741,12,0
1637,25,0,32,2,5,26,2,0,353,17,1
1638,48,1,35,13,2,8,1,0,913,23,0
1639,18,1,4,24,0,3,2,0,647,2,0
1640,21,1,55,12,1,7,2,0,528,12,0
1641,21,0,24,6,3,2,2,1,331,9,1
1642,49,1,14,9,9,9,2,2,721,1,1
1643,47,1,29,19,1,10,1,0,983,24,0
1644,36,0,55,1,2,16,1,1,924,1,0
1645,36,1,16,4,8,8,2,0,178,17,1
1646,25,0,60,16,1,15,2,0,206,17,1
1647,54,1,37,24,7,9,1,1,776,13,1
1648,31,1,29,14,0,7,1,0,656,22,0
1649,25,1,58,2,2,9,1,1,918,27,0
1650,21,1,24,28,0,5,1,1,936,9,0
1651,22,1,9,30,6,6,1,2,179,26,1
1652,52,0,35,15,7,24,0,2,527,30,1
1653,50,0,46,2,1,13,1,1,660,12,0
1654,60,1,34,30,6,9,1,1,354,14,1
1655,35,1,37,13,3,7,1,0,852,13,0
1656,29,1,33,20,2,19,0,1,628,7,0
1657,63,1,10,29,8,14,2,0,650,8,1
1658,37,0,6,9,2,18,1,1,286,12,1
1659,45,0,44,7,6,26,0,0,261,5,1
1660,18,1,14,17,0,16,1,1,614,4,0
1661,50,0,50,21,1,4,1,0,972,5,0
1662,48,1,34,29,4,0,2,1,686,2,0
1663,41,1,45,25,0,11,0,1,756,30,0
1664,24,0,25,22,1,12,2,0,529,2,0
1665,20,0,27,23,2,3,0,0,716,6,0
1666,47,1,45,23,5,17,2,0,865,27,1
1667,28,0,55,28,4,15,0,0,835,10,1
1668,37,1,17,9,3,15,1,1,605,18,1
1669,32,1,36,14,3,14,1,1,968,1,0
1670,30,0,4,26,4,18,1,0,697,12,1
1671,48,1,49,20,1,7,0,1,953,30,0
1672,23,1,2,13,0,16,2,1,677,5,0
1673,59,0,26,15,6,5,0,1,881,24,1
1674,49,0,58,6,4,9,2,1,897,13,0
1675,43,0,58,7,1,13,2,1,890,6,0
1676,33,1,20,18,7,10,1,0,608,23,1
1677,49,0,30,10,9,9,0,0,356,9,1
1678,37,1,56,1,10,15,1,2,848,26,1
1679,30,1,37,24,3,0,1,0,776,19,0
1680,49,0,26,5,0,16,0,1,791,4,0
1681,42,1,16,26,2,21,0,2,471,27,1
1682,36,0,42,12,1,15,0,0,532,6,0
1683,35,0,44,3,1,15,2,1,749,1,0
1684,29,1,55,24,2,15,1,1,997,29,0
1685,26,0,51,6,1,12,2,0,923,7,0
1686,53,0,56,20,3,25,0,2,394,18,1
1687,28,1,5,14,10,8,1,1,163,14,1
1688,62,0,8,3,8,12,2,0,184,13,1
1689,19,0,60,30,3,1,2,0,723,22,1
1690,43,0,17,19,4,17,0,1,834,9,0
1691,25,1,16,29,0,7,1,0,640,10,0
1692,48,1,17,14,0,2,0,1,617,18,0
1693,22,0,34,21,9,1,2,1,341,15,1
1694,53,0,16,14,8,6,2,1,331,13,1
1695,39,1,27,12,5,19,2,0,841,30,1
1696,43,1,30,4,0,15,0,0,788,9,0
1697,31,1,10,22,0,19,1,1,958,22,0
1698,48,1,9,12,4,18,1,0,536,13,0
1699,48,1,43,16,2,23,2,0,991,16,1
1700,39,0,36,11,5,28,1,1,835,6,1
1701,40,0,15,11,1,10,0,0,752,13,0
1702,49,1,57,15,1,12,2,0,537,28,0
1703,44,1,6,14,0,11,2,0,817,4,0
1704,44,1,7,1,3,6,2,1,664,5,0
1705,53,0,53,18,0,23,1,2,883,10,1
1706,38,1,36,15,3,7,2,1,864,28,0
1707,34,0,55,13,1,6,1,1,956,1,0
1708,36,0,5,27,3,4,2,1,999,2,0
1709,44,1,4,12,2,8,0,1,757,9,0
1710,22,0,3,18,10,11,1,0,122,10,1
1711,46,0,15,2,2,25,2,1,674,7,1
1712,27,0,29,15,7,23,0,2,490,21,1
1713,34,1,35,24,6,7,2,1,133,9,1
1714,43,0,24,3,8,0,0,0,197,5,1
1715,26,1,40,13,2,13,2,0,935,30,0
1716,37,0,15,15,1,2,1,0,688,7,0
1717,44,0,19,17,2,15,1,1,945,7,0
1718,42,1,17,22,4,2,1,1,727,1,0
1719,46,0,24,22,0,7,2,1,952,14,0
1720,30,1,53,12,1,1,1,1,803,18,0
1721,21,0,49,23,3,22,1,1,315,12,1
1722,27,1,53,27,0,6,2,1,839,30,0
1723,44,1,12,11,0,13,1,1,679,4,0
1724,46,1,8,10,2,5,0,0,603,23,0
1725,63,1,49,14,8,1,0,1,754,5,1
1726,42,0,10,11,10,21,1,1,696,19,1
1727,49,1,16,29,2,15,0,1,771,4,0
1728,31,1,5,12,5,19,2,1,542,20,1
1729,50,1,54,14,4,8,1,0,861,2,0
1730,44,0,43,7,0,16,0,0,513,18,1
1731,37,1,29,25,2,11,0,1,930,6,0
1732,40,0,42,5,1,19,2,0,696,15,0
1733,40,1,12,15,4,18,1,1,598,12,0
1734,51,1,32,12,5,15,1,1,169,20,1
1735,33,1,29,20,2,5,2,0,636,13,0
1736,44,0,60,4,3,8,0,1,842,7,0
1737,30,1,42,24,0,2,1,0,917,11,0
1738,43,0,19,22,1,25,2,1,303,2,1
1739,42,1,4,18,10,11,1,2,608,14,1
1740,26,0,32,23,1,0,2,0,879,9,0
1741,47,1,13,28,7,28,0,2,749,9,1
1742,32,1,47,18,10,4,2,0,411,3,1
1743,22,1,35,26,8,9,1,2,241,8,1
1744,25,1,6,24,0,1,1,0,600,7,0
1745,22,1,35,3,3,19,1,2,524,23,1
1746,41,0,56,27,2,19,1,1,762,7,0
1747,59,0,29,15,8,19,2,2,177,22,1
1748,22,1,3,28,1,1,0,1,802,12,0
1749,52,0,37,5,4,30,0,1,721,2,1
1750,22,0,36,23,0,1,0,1,969,5,0
1751,26,0,47,21,4,10,0,1,529,1,1
1752,43,1,38,22,1,6,1,1,832,8,0
1753,28,1,30,29,1,6,1,0,724,25,0
1754,38,1,39,21,4,21,0,0,140,21,1
1755,45,1,18,11,8,26,2,0,113,19,1
1756,28,1,30,25,9,7,2,1,301,22,1
1757,41,0,43,29,5,26,0,1,494,20,1
1758,28,0,38,24,0,15,2,1,778,2,0
1759,34,0,40,19,2,4,1,0,619,1,0
1760,18,0,39,2,1,8,2,1,926,2,0
1761,23,0,51,6,8,15,0,1,994,7,1
1762,43,1,10,17,4,7,1,1,570,20,0
1763,25,1,43,12,1,13,0,1,732,24,0
1764,46,1,57,12,2,13,1,0,713,2,0
1765,42,0,9,14,2,3,2,0,978,9,0
1766,64,0,30,26,0,18,0,0,904,2,1
1767,39,0,8,9,2,2,0,0,667,13,0
1768,42,1,7,12,0,9,1,0,550,17,0
1769,32,1,30,9,3,1,1,1,634,16,0
1770,50,0,31,8,2,1,0,2,630,6,1
1771,22,1,11,23,2,15,1,1,784,3,0
1772,20,1,36,10,0,15,0,1,715,20,0
1773,42,1,37,13,4,11,2,1,891,1,0
1774,42,1,17,15,0,14,2,0,656,12,0
1775,35,0,29,7,2,12,2,1,760,13,0
1776,47,0,13,20,8,25,1,1,364,14,1
1777,28,0,17,18,7,20,0,0,859,1,1
1778,40,0,53,25,7,8,0,0,313,19,1
1779,23,0,23,12,1,7,2,1,131,28,1
1780,30,1,60,9,3,13,0,0,721,12,0
1781,38,0,43,12,2,0,1,0,801,15,0
1782,21,0,53,26,1,29,2,1,606,25,1
1783,42,0,40,7,4,20,2,0,529,2,0
1784,45,1,12,28,4,2,1,0,936,5,0
1785,29,0,9,6,0,12,2,0,981,5,0
1786,41,1,16,20,6,22,2,1,249,4,1
1787,39,0,20,10,3,1,0,0,658,4,0
1788,31,1,42,22,10,30,2,1,440,11,1
1789,34,0,9,13,8,7,1,2,762,4,1
1790,47,1,39,8,1,8,0,1,802,25,0
1791,49,1,36,15,8,5,1,2,599,12,1
1792,42,0,6,22,9,14,2,2,824,7,1
1793,46,0,34,28,2,4,1,0,759,13,0
1794,45,1,16,22,4,20,2,1,627,19,0
1795,35,1,12,18,6,7,2,0,823,8,1
1796,42,0,60,10,3,8,2,0,898,4,0
1797,38,1,32,5,2,3,0,1,984,21,0
1798,37,1,25,15,3,3,2,1,758,9,0
1799,22,0,21,19,5,12,0,2,839,6,1
1800,23,0,29,21,1,0,0,0,919,15,0
1801,21,1,19,20,2,17,2,1,974,5,0
1802,59,1,48,26,4,6,0,1,602,2,1
1803,36,1,28,8,1,2,2,1,545,23,0
1804,29,0,7,20,1,0,1,0,971,10,0
1805,23,0,36,29,1,4,2,1,978,6,0
1806,28,0,45,24,1,18,1,0,754,8,0
1807,33,0,26,11,3,15,2,1,576,7,0
1808,34,0,7,21,4,0,1,2,665,10,1
1809,46,0,5,14,10,15,0,0,619,17,1
1810,49,0,41,19,8,30,2,0,662,7,1
1811,30,1,11,15,0,12,1,0,947,18,0
1812,45,1,45,24,4,6,1,0,824,25,0
1813,18,1,31,26,1,30,2,0,328,7,1
1814,30,0,45,29,7,2,0,0,559,16,1
1815,23,1,49,4,2,21,0,0,707,6,1
1816,32,1,36,15,3,16,2,1,999,18,0
1817,37,1,44,28,1,7,2,1,658,18,0
1818,45,1,17,11,5,18,1,2,880,14,1
1819,48,1,56,21,3,5,2,1,688,4,0
1820,26,0,4,3,0,3,0,1,586,3,0
1821,40,1,3,23,0,20,2,1,550,15,0
1822,39,0,29,24,1,18,1,1,649,2,0
1823,20,0,44,27,9,23,0,1,903,16,1
1824,41,1,40,24,1,4,0,1,835,27,0
1825,37,1,19,18,3,18,1,1,824,24,0
1826,33,0,53,18,0,30,2,1,209,27,1
1827,37,1,6,21,2,15,0,1,868,12,0
1828,44,0,30,15,1,18,1,1,508,4,0
1829,50,0,15,27,3,7,0,0,684,6,0
1830,58,1,40,8,1,24,0,0,684,24,1
1831,64,1,6,10,1,12,2,1,301,5,1
1832,30,1,36,27,3,17,0,0,893,27,0
1833,31,1,12,17,0,3,2,2,424,20,1
1834,47,1,32,14,6,12,1,0,650,29,1
1835,24,1,31,10,0,5,1,0,896,7,0
1836,41,0,41,23,0,8,1,0,923,1,0
1837,33,0,30,7,2,14,1,1,988,6,0
1838,24,0,34,24,0,9,1,1,877,10,0
1839,20,0,16,9,2,26,0,0,516,23,1
1840,55,1,42,11,8,2,1,1,212,11,1
1841,41,1,59,22,3,20,2,1,813,14,0
1842,44,1,40,25,3,10,1,0,819,9,0
1843,47,1,12,18,3,16,0,1,808,23,0
1844,64,0,18,12,9,2,1,1,609,17,1
1845,50,1,37,18,4,18,0,0,645,8,0
1846,55,1,15,11,9,21,0,2,578,3,1
1847,64,1,18,8,2,29,2,0,925,29,1
1848,22,1,57,9,3,25,2,2,125,3,1
1849,56,1,22,6,8,21,2,2,180,1,1
1850,51,1,30,15,8,18,1,2,336,25,1
1851,50,1,14,18,0,1,1,1,629,16,0
1852,48,0,50,25,0,10,2,1,806,9,0
1853,33,1,15,4,2,13,1,0,504,28,1
1854,35,1,56,22,3,18,1,0,847,3,0
1855,49,1,1,9,1,6,0,1,581,1,0
1856,23,0,44,6,6,5,2,2,845,19,1
1857,40,1,51,15,0,17,0,1,872,23,0
1858,23,1,38,23,0,8,1,0,751,9,0
1859,46,0,35,17,10,29,0,1,517,30,1
1860,35,0,21,7,8,9,1,1,546,8,1
1861,50,0,29,12,5,0,0,0,567,14,0
1862,33,1,13,16,8,10,1,2,744,13,1
1863,48,0,54,26,10,2,2,1,441,22,1
1864,26,1,21,9,7,8,0,2,305,21,1
1865,31,1,60,29,2,21,0,0,882,20,1
1866,20,0,59,27,8,21,0,2,565,12,1
1867,20,0,6,10,1,20,2,0,931,7,0
1868,37,0,15,16,0,20,0,0,666,4,0
1869,65,1,51,5,0,17,0,2,396,10,1
1870,47,1,60,5,2,12,1,1,710,17,0
1871,35,1,8,25,6,28,2,2,813,20,1
1872,48,1,27,29,3,20,0,1,770,27,0
1873,59,0,9,30,8,11,1,2,424,5,1
1874,48,0,59,30,1,1,1,1,726,7,0
1875,44,1,49,26,3,2,1,1,666,12,0
1876,30,0,52,13,0,8,2,1,834,14,0
1877,49,1,21,15,0,9,1,0,834,3,0
1878,49,1,19,21,1,15,1,0,844,9,0
1879,18,1,12,29,9,21,0,1,289,7,1
1880,48,1,13,21,1,18,2,0,545,17,0
1881,18,1,5,3,1,7,2,0,832,12,0
1882,46,1,8,19,1,0,2,1,533,21,0
1883,36,1,6,5,1,11,1,1,503,19,0
1884,52,1,34,4,3,19,1,0,316,30,1
1885,44,1,15,21,0,27,0,1,966,6,1
1886,35,1,44,13,7,10,1,2,161,17,1
1887,36,1,39,4,1,16,1,0,803,11,0
1888,34,0,10,11,4,5,1,2,720,27,1
1889,39,1,60,13,0,8,1,1,848,22,0
1890,24,1,10,9,1,19,1,1,853,12,0
1891,34,1,50,9,2,23,2,2,616,8,1
1892,49,0,39,9,7,26,2,2,169,24,1
1893,28,0,39,14,6,13,2,1,458,20,1
1894,52,0,23,20,6,12,2,2,442,19,1
1895,41,0,57,24,8,24,0,1,279,30,1
1896,29,1,40,21,2,10,1,1,659,24,0
1897,31,1,31,14,2,6,0,1,681,5,0
1898,25,1,22,24,2,3,0,1,765,18,0
1899,50,0,39,18,5,9,2,0,871,13,0
1900,28,0,15,29,2,20,1,1,781,13,0
1901,43,1,9,21,2,19,2,0,728,28,0
1902,47,1,40,19,1,14,1,1,971,21,0
1903,18,0,39,7,7,3,0,1,564,16,1
1904,40,1,3,23,4,12,2,0,772,4,0
1905,49,0,22,8,7,25,0,1,331,23,1
1906,27,0,47,29,0,17,0,1,876,7,0
1907,26,1,47,12,2,13,1,1,875,11,0
1908,39,0,22,16,2,0,1,0,592,12,0
1909,34,1,10,24,1,7,2,0,721,17,0
1910,49,0,60,21,5,6,1,2,358,22,1
1911,31,0,35,30,3,6,0,0,920,2,0
1912,63,0,12,4,8,29,0,2,616,25,1
1913,47,1,54,13,1,15,0,1,655,21,0
1914,21,0,7,3,5,17,0,2,775,30,1
1915,44,1,18,27,2,3,0,0,833,12,0
1916,37,1,60,7,1,2,2,1,549,26,0
1917,63,0,54,21,10,11,1,2,250,28,1
1918,31,0,25,23,9,23,2,0,363,6,1
1919,46,0,40,30,4,19,2,1,776,4,0
1920,30,0,9,2,3,0,0,1,885,11,0
1921,33,1,35,10,2,9,1,0,888,8,0
1922,35,1,58,19,1,6,1,0,575,8,0
1923,30,0,9,24,4,11,0,2,872,22,1
1924,64,1,20,21,3,4,2,0,111,13,1
1925,45,1,29,20,2,16,2,1,740,25,0
1926,28,0,6,17,0,30,1,1,346,13,1
1927,40,1,22,24,1,19,0,0,553,18,0
1928,47,0,43,1,0,19,1,0,886,15,0
1929,29,1,29,4,1,13,0,0,729,8,0
1930,42,1,50,16,2,15,1,1,818,23,0
1931,55,1,56,19,8,10,1,1,776,1,1
1932,42,1,32,24,2,1,2,0,582,28,0
1933,49,0,43,2,6,6,0,0,902,17,1
1934,22,0,34,14,8,18,0,1,231,10,1
1935,45,0,33,1,3,18,1,0,839,14,0
1936,20,0,36,2,8,10,2,1,648,1,1
1937,28,1,8,28,0,21,0,2,384,10,1
1938,22,1,8,22,8,18,0,2,515,13,1
1939,19,1,22,24,1,12,0,0,937,11,0
1940,36,1,30,14,2,0,0,0,829,18,0
1941,50,1,53,30,5,5,0,0,562,22,0
1942,31,1,41,26,1,20,1,1,563,9,0
1943,44,1,8,28,0,4,0,0,654,22,0
1944,20,1,52,8,1,0,1,0,618,29,0
1945,28,0,28,29,3,4,1,1,958,28,1
1946,23,0,10,21,1,0,1,1,534,20,1
1947,60,0,6,3,2,18,1,2,727,6,1
1948,42,0,11,23,3,15,0,0,626,12,0
1949,29,0,18,11,2,4,0,1,677,1,0
1950,21,0,34,12,3,15,2,1,418,21,1
1951,54,1,8,17,9,28,2,2,884,30,1
1952,49,0,40,5,0,5,2,0,614,6,0
1953,55,1,33,15,2,28,1,1,750,15,1
1954,40,0,8,30,4,14,1,1,713,1,0
1955,40,0,31,13,3,27,1,2,580,6,1
1956,46,1,49,30,9,23,0,2,975,6,1
1957,30,0,15,2,9,0,2,2,287,18,1
1958,25,0,22,11,1,12,2,0,615,4,0
1959,44,0,51,29,5,29,2,1,747,20,1
1960,41,1,21,29,4,18,1,0,877,26,0
1961,52,1,38,1,2,26,0,2,894,17,1
1962,45,0,46,25,3,3,2,0,871,10,0
1963,45,1,2,3,5,27,2,1,192,19,1
1964,44,0,13,19,2,10,1,1,842,14,0
1965,44,1,38,1,2,5,0,0,837,12,0
1966,55,1,48,13,3,7,1,0,812,6,1
1967,19,1,55,8,0,4,2,0,918,27,0
1968,20,1,45,8,10,16,2,1,822,25,1
1969,27,0,36,11,1,10,2,0,941,13,0
1970,26,1,7,18,2,3,0,0,710,6,0
1971,42,0,56,2,2,5,0,1,584,5,0
1972,37,1,53,9,3,10,0,0,634,18,0
1973,23,0,55,12,4,3,2,1,188,29,1
1974,45,1,9,6,5,10,1,0,355,14,1
1975,30,1,33,11,2,12,0,1,864,1,0
1976,42,0,44,26,5,11,1,1,858,19,1
1977,35,1,44,7,0,8,1,1,909,10,0
1978,29,1,10,24,1,2,2,0,939,23,0
1979,32,1,38,12,0,14,1,1,520,6,0
1980,34,1,42,2,1,1,2,0,687,8,0
1981,44,0,17,24,0,13,0,1,875,13,0
1982,18,1,49,3,1,15,0,1,678,16,0
1983,20,0,28,9,1,12,1,1,989,12,0
1984,33,1,37,6,10,25,1,0,717,19,1
1985,34,1,22,15,3,2,2,1,649,7,0
1986,34,1,18,15,1,19,1,0,615,25,0
1987,29,1,49,10,6,14,1,1,147,22,1
1988,42,1,22,1,1,23,2,0,582,1,1
1989,19,1,56,19,0,14,2,0,920,15,0
1990,47,0,43,26,0,24,1,0,836,11,1
1991,54,0,32,19,5,18,2,1,625,24,1
1992,31,1,60,29,0,11,2,0,613,4,0
1993,27,0,24,12,3,4,1,2,282,2,1
1994,55,1,54,2,3,25,1,0,419,9,1
1995,23,0,35,8,2,10,1,0,996,12,0
1996,18,0,42,9,10,0,2,1,804,20,1
1997,46,0,20,10,2,19,2,0,679,14,0
1998,23,0,33,12,1,14,2,1,672,6,0
1999,23,1,11,27,2,19,2,1,505,11,0
2000,44,1,29,12,4,7,2,1,793,7,0
2001,27,1,12,25,2,1,0,1,888,26,0
2002,54,0,49,24,9,19,1,2,476,20,1
2003,46,0,48,5,10,20,0,2,687,17,1
2004,31,1,13,26,4,30,1,0,521,19,1
2005,23,1,52,1,1,17,1,1,853,28,0
2006,27,0,33,3,9,10,2,2,451,12,1
2007,18,1,39,20,4,28,1,0,211,30,1
2008,60,1,19,14,3,26,1,0,920,30,1
2009,22,1,48,18,2,25,1,1,150,12,1
2010,58,0,30,9,4,28,2,0,766,24,1
2011,40,1,45,26,3,7,1,0,564,3,0
2012,46,1,55,8,7,25,2,2,585,19,1
2013,46,0,9,15,4,20,0,1,588,12,0
2014,20,1,31,24,0,4,1,1,556,1,0
2015,43,1,58,8,4,14,2,1,528,20,0
2016,43,0,1,30,2,2,2,1,530,13,0
2017,28,1,48,13,0,9,2,1,539,11,0
2018,19,0,36,26,8,3,1,2,415,13,1
2019,38,1,34,19,3,20,2,0,967,21,0
2020,50,0,29,7,8,4,1,2,350,26,1
2021,63,1,55,25,3,2,2,1,792,1,1
2022,20,1,53,7,2,10,0,0,709,2,0
2023,38,0,42,29,10,22,2,0,866,3,1
2024,30,1,35,15,0,10,0,0,783,1,0
2025,37,1,56,23,3,2,1,0,910,6,0
2026,40,1,56,19,3,14,2,1,731,5,0
2027,40,0,29,7,2,15,1,1,889,13,0
2028,22,1,55,13,8,10,0,1,197,15,1
2029,45,0,8,9,1,11,2,1,825,11,0
2030,59,0,56,22,7,1,1,0,528,27,1
2031,42,0,31,15,4,3,2,0,537,11,0
2032,49,1,27,9,2,22,1,1,881,9,1
2033,52,1,22,5,9,20,1,2,901,8,1
2034,23,1,22,26,4,28,2,2,898,4,1
2035,51,0,51,15,7,21,2,0,583,16,1
2036,57,0,33,23,1,15,0,2,453,29,1
2037,50,1,12,29,0,13,1,1,904,20,0
2038,50,1,13,6,8,14,1,0,372,21,1
2039,62,1,35,21,7,25,2,2,815,26,1
2040,42,1,11,12,6,3,2,2,953,10,1
2041,49,1,9,6,2,14,2,0,879,3,0
2042,40,1,42,27,0,3,0,1,505,15,0
2043,33,1,17,11,0,14,2,1,661,26,0
2044,31,0,36,19,0,13,1,0,965,6,0
2045,46,1,3,30,1,19,0,1,998,23,0
2046,29,0,56,20,5,15,2,1,919,27,1
2047,49,1,50,26,0,14,0,0,834,8,0
2048,42,1,50,5,7,13,2,1,595,16,1
2049,30,0,45,24,3,4,0,1,589,13,0
2050,30,1,53,30,2,30,2,2,862,17,1
2051,65,0,28,5,9,16,1,2,830,7,1
2052,39,1,58,15,1,5,2,0,987,27,0
2053,32,1,9,12,1,18,2,1,539,7,0
2054,63,1,6,7,6,8,2,2,871,9,1
2055,49,0,56,6,0,12,2,1,521,15,0
2056,30,0,60,15,7,12,1,2,447,1,1
2057,47,0,22,26,2,30,1,0,744,18,1
2058,38,1,3,6,6,25,0,1,139,17,1
2059,51,1,34,8,5,28,1,0,689,20,1
2060,45,1,34,29,0,12,1,1,607,23,0
2061,19,1,59,19,0,5,2,1,775,29,0
2062,52,0,37,19,7,2,1,2,586,30,1
2063,59,1,52,9,6,30,1,1,407,27,1
2064,24,0,26,28,1,1,0,1,891,14,0
2065,50,0,26,22,1,28,1,1,185,12,1
2066,63,0,38,30,0,9,0,0,137,6,1
2067,24,0,46,24,1,20,0,0,909,15,0
2068,50,0,2,25,0,8,0,1,967,9,0
2069,41,0,48,27,3,7,0,0,673,4,0
2070,50,1,47,14,6,30,1,0,662,20,1
2071,34,1,31,5,3,16,2,0,995,9,0
2072,19,0,29,25,4,20,1,2,753,19,1
2073,44,1,60,30,2,0,2,1,798,26,0
2074,35,0,25,14,7,15,1,1,641,11,1
2075,52,1,1,4,7,16,2,2,944,12,1
2076,34,0,50,5,0,28,2,0,964,7,1
2077,27,0,51,25,2,14,0,1,639,15,0
2078,63,1,8,2,1,27,0,0,503,17,1
